SALE DATE,Hour,Minute,Second
20010223,20,12,52
20140106,0,12,2
19900401,20,53,9
19890501,6,38,14
20010406,13,29,28
19980401,8,51,36
20000609,4,21,36
19961001,22,42,15
20110802,9,36,13
20050114,24,2,45
19970501,11,4,9
20001127,3,49,39
20060519,3,37,11
19880301,16,10,36
20000706,7,11,16
20130402,21,13,15
20120731,0,7,51
20090626,14,44,53
20140520,21,32,7
19941201,19,41,36
19931201,11,50,10
20100601,17,37,51
20021010,0,35,36
20080512,19,43,51
19990701,17,6,12
19991101,13,44,25
20000414,9,48,35
19920901,6,55,50
20080728,13,59,59
19990706,0,6,54
20070629,24,31,14
20011213,21,2,44
19990901,17,31,57
20120629,12,59,10
20111017,1,2,24
20100407,22,5,5
20110429,8,52,50
19900101,6,35,34
20060217,5,18,33
20011005,10,18,23
20020225,21,36,32
20031114,5,26,38
20100226,10,55,37
20060825,20,51,17
20100303,16,43,37
20040429,22,25,57
19931001,5,47,39
20120501,14,54,21
19960701,24,36,22
19990401,10,55,38
20101027,24,42,44
20001030,21,54,31
20101015,23,21,55
19911101,17,6,48
20100514,12,10,29
20140910,15,30,22
20090930,15,54,56
19931201,5,10,55
19931201,24,13,19
20080728,9,36,58
20141020,20,51,3
20140910,12,7,58
20140515,6,46,58
20030602,14,51,42
19940601,14,40,26
20050930,10,4,37
20050819,11,23,21
20130111,0,30,34
20050202,12,21,37
19891201,8,18,34
20140627,12,0,4
20060616,16,3,18
19990901,11,3,13
19990512,7,58,46
20100608,4,56,58
20130118,7,7,39
20120920,16,4,47
20070724,16,21,38
20060301,13,46,38
20041004,21,16,56
19950101,4,56,9
20110606,11,47,47
20080606,19,9,57
19900601,22,18,0
20080602,10,54,40
20110113,1,49,54
20040505,22,36,17
20000712,13,33,14
20090601,15,16,51
20050715,2,44,29
20110826,15,39,2
20020318,1,2,25
19920701,11,31,57
20130701,13,22,3
19940601,17,50,0
20070614,8,29,48
20131031,22,52,35
20020731,2,29,3
19991001,19,43,15
20081031,9,17,16
19890601,11,16,23
19810801,0,17,23
19860901,5,56,10
19800501,3,59,50
20120917,2,38,55
20080715,16,37,50
19930201,10,19,36
19880701,9,39,35
20040126,5,7,50
20140110,15,41,4
19930801,19,38,29
19930301,1,4,0
20140728,16,3,59
20140402,2,6,6
20120629,13,17,23
20110609,17,23,18
20100630,16,29,24
20110502,22,23,3
20000817,18,31,38
19980501,19,11,43
19940901,23,57,6
20110331,10,38,35
20041026,13,38,8
19910101,7,4,4
19971001,19,11,30
20130104,8,15,16
19940201,16,49,48
20140911,6,23,13
20070409,20,56,45
19920601,22,1,48
19990801,7,36,55
19920901,17,43,7
20120302,21,17,57
20111003,8,13,0
20130809,19,4,52
19920801,0,38,25
19931001,23,27,10
19980901,20,42,29
20030709,19,54,16
20061113,16,12,44
19961101,19,32,37
20080605,15,28,53
20070216,22,59,54
20080725,8,32,57
20090729,24,27,27
20051107,3,23,44
19930801,11,15,27
20050928,22,36,32
20110628,13,50,8
20041004,24,42,49
19921001,14,57,30
20140630,22,48,50
20030507,18,18,31
19750601,4,5,57
19760501,20,13,12
19900201,17,8,28
20030624,7,37,20
20130425,8,29,15
20071219,23,17,14
20030624,2,55,52
20080423,20,39,20
20070717,19,3,24
20051116,10,38,36
20120214,18,3,29
20030214,7,3,15
19940701,9,33,23
20120131,14,50,5
19960701,17,19,55
20031128,17,52,46
20120628,0,37,35
19880601,2,1,11
19760801,12,3,49
19840701,12,44,39
20100430,13,58,30
20090424,18,41,15
20071130,1,24,17
20011026,4,54,54
19880201,9,1,15
19740501,7,41,13
20101001,18,54,55
19790801,0,37,31
20120622,9,30,54
19770401,12,53,29
19990901,14,36,53
20110204,1,6,24
19960501,15,2,7
19970501,18,59,3
20141001,6,32,40
20131011,22,14,33
20131011,11,18,25
20120326,10,41,35
20110920,23,20,56
20030501,10,35,27
19770401,19,38,26
19830801,10,17,28
19910701,20,57,40
20130801,4,21,23
20130815,8,13,53
20070604,19,2,20
19970701,23,57,3
19960501,21,14,16
20130711,11,42,11
19920701,19,44,15
20000530,17,52,45
20131120,15,15,2
19880701,23,30,17
20090617,21,47,44
19890501,16,42,7
20040702,24,33,32
19981001,22,58,52
20010830,7,58,43
19960401,14,2,32
20030530,23,28,8
19930601,23,42,59
20121218,3,45,2
20080515,11,25,54
20110815,6,44,7
20100603,12,42,3
19961101,2,29,21
20000929,16,37,28
20080430,13,0,3
19990801,20,43,39
20111129,17,49,59
20100625,2,40,53
20021009,10,50,37
19830401,24,27,56
20030721,18,23,51
20060601,21,21,37
20130308,1,27,1
19990601,2,6,24
20100129,1,29,35
20090629,9,5,59
19991101,9,42,43
20120206,19,0,13
20140117,11,0,24
20040930,5,3,19
20041105,20,43,37
19951101,3,28,35
20130524,0,38,15
19861101,12,27,35
20031120,16,41,50
19980801,22,55,19
19960401,1,15,31
19960801,3,53,3
20090918,21,39,21
20000905,18,38,10
20131011,24,47,38
20120315,19,28,21
19930801,8,42,28
19770301,17,40,51
19881001,24,24,12
20080915,23,33,52
19981101,24,19,54
19941201,8,50,51
19971001,5,25,11
19960501,22,45,46
20090731,0,12,4
19800301,17,39,5
19960501,9,50,16
20110401,9,13,58
19911001,23,7,37
20131122,15,49,5
20040308,19,22,3
20021231,9,19,59
20091124,17,39,48
19981101,13,12,31
20110819,16,14,30
20010102,5,6,51
19890901,12,4,8
20120127,5,23,43
20120127,1,2,18
20100514,21,53,42
19980201,2,12,17
20101201,8,28,40
20090630,21,2,49
20120323,14,1,51
20130920,19,47,53
19940901,18,50,49
20140808,17,58,5
19771101,16,16,51
19820301,21,22,4
20030915,22,19,6
20090501,23,59,51
20050915,21,44,13
20140903,22,22,54
19920901,16,45,46
20040226,0,20,32
19830401,11,7,51
20141029,1,1,16
20031008,23,17,8
19841001,15,1,53
19930601,8,37,34
20120501,15,23,23
20111219,6,59,38
20030717,1,6,30
19841001,12,3,2
19960801,10,55,30
19881201,0,16,4
20140630,11,11,41
19910901,8,12,52
20060628,0,26,21
20021030,19,33,4
20141022,0,28,48
20140128,4,8,23
19910601,15,13,14
19931001,5,43,31
20040204,23,18,44
20000913,1,32,45
20140605,0,37,30
20100621,1,36,0
19991201,11,28,43
20000721,0,0,59
20110815,13,34,54
20141001,12,8,48
20050728,19,30,45
19760601,24,12,53
19970401,10,31,48
19930701,10,59,42
19930501,13,48,21
19930501,20,34,0
20080229,10,24,59
20000302,14,38,53
20130501,10,29,4
20070531,18,49,33
19960701,23,45,25
20130204,18,11,35
20140711,23,27,50
19920701,3,33,9
20070105,16,49,8
20040405,22,40,58
20031126,7,51,55
19760901,4,29,54
20080226,4,2,58
19980601,15,51,12
20030114,2,24,35
20120518,13,58,52
19920101,7,49,35
20040430,6,1,40
19890501,14,34,18
20080409,3,44,24
20130628,11,3,50
20130628,7,9,42
20141023,1,14,43
19930701,22,9,31
19910501,17,56,8
20040420,19,37,11
19960701,19,17,16
20031030,10,23,28
19931101,21,27,47
20110518,16,21,49
20090415,23,20,28
20090707,15,44,37
20040202,6,28,58
19961201,3,36,4
20090515,16,47,20
20060818,1,38,39
20060908,19,0,28
20100617,5,20,7
20061108,11,43,14
20111117,6,12,16
19960201,11,39,7
19960401,19,13,5
20100527,14,55,17
19940901,23,47,47
19930501,13,37,12
19990601,0,8,46
20110701,8,57,16
19951101,3,3,47
20021024,11,2,47
20050909,2,44,24
19951101,21,13,11
20060927,5,24,13
20041029,1,3,38
20030630,15,48,48
20051216,16,58,18
20110815,23,34,19
19890101,2,32,13
20130903,15,36,35
20010709,15,41,44
19930801,14,9,37
20020830,17,29,25
20050511,17,9,25
20041115,3,55,35
20100326,20,51,39
20010102,3,37,58
20050927,15,46,17
20111215,13,49,27
19920101,15,23,57
20050516,24,49,57
20030407,0,38,25
20010531,8,29,17
20131125,11,0,22
20040423,9,20,48
20030527,9,56,26
20021024,20,13,8
20040615,23,53,59
20090709,9,18,31
20060807,4,41,0
19961001,13,49,22
20080801,20,19,49
20060620,23,33,42
20130830,14,41,41
20140122,4,37,25
20070914,0,4,20
20140415,8,42,47
20090612,19,49,12
19920901,0,53,27
20030814,0,44,9
20060601,3,49,31
20100618,3,55,23
19971001,7,18,13
19970701,23,11,21
19951101,3,54,41
19990501,14,21,20
20050929,24,53,40
20141031,23,55,12
20110603,20,43,14
20050929,0,5,34
20021024,19,38,14
20060714,23,11,42
20061030,6,23,45
20040210,13,50,33
20100519,6,25,8
20011019,18,5,44
19990901,22,13,33
20080208,19,26,42
20090716,23,33,53
20100210,6,36,31
19911001,21,34,7
20110818,22,49,3
20100830,1,26,21
20060302,20,5,51
20111110,2,3,17
20090424,7,48,26
20040707,16,5,28
19970801,9,23,23
20010802,20,24,52
20130820,13,31,7
20021223,19,51,3
19930701,22,10,5
20130315,6,33,20
20090904,21,43,6
20121130,16,18,42
20021024,24,5,22
20070727,15,24,16
20010831,24,41,42
20030730,18,59,28
20140516,10,36,42
20050810,2,32,28
19990701,21,59,41
20121005,7,44,9
20120522,19,25,5
20040730,3,3,15
20020130,6,35,43
19990301,3,26,8
20050121,4,10,50
20041015,15,34,39
20140627,13,1,59
20060310,12,27,42
20040114,22,17,51
20091118,8,32,19
20030804,20,40,23
20000128,1,45,0
20121130,7,2,31
20110722,13,36,21
20080616,0,18,24
19960701,6,29,50
20021024,22,16,5
20020603,7,19,48
20130820,18,44,18
20030502,13,42,41
20130318,0,7,28
19930201,18,58,13
20031015,18,40,57
19920401,19,51,20
20140801,23,24,31
19950701,18,13,47
20050923,21,8,54
20050527,3,2,27
20110601,12,41,47
20090901,3,5,24
20031125,12,49,37
20050114,1,13,26
19991122,3,38,9
20010228,22,36,29
20000929,21,3,35
20081024,13,51,51
20030228,19,50,23
20100331,0,36,54
19980601,11,45,3
19930601,21,1,21
20040930,21,20,54
20110408,9,37,23
20070803,24,21,32
20090529,12,11,27
20040202,14,48,27
20070118,12,53,23
20130401,23,48,32
19980901,21,54,54
19880601,9,2,28
20110222,16,32,14
19890101,12,56,15
20070501,24,6,5
20021112,0,46,56
20010815,6,7,1
19930401,19,5,50
20081229,12,32,32
20060929,12,10,33
20070803,4,9,57
19890101,20,3,40
20040225,5,20,29
20100910,15,19,29
20050930,10,17,48
20030630,7,32,52
20140328,14,53,18
19960501,24,30,18
19920701,0,57,25
20080229,14,33,20
19930301,4,4,19
19981101,7,16,57
20100212,13,51,6
20110907,12,16,20
19930501,7,12,1
20100430,3,40,50
19960701,20,11,32
20130823,7,28,38
19920701,16,0,50
20040826,16,39,56
20080804,10,28,3
20011129,3,10,8
20050502,12,15,41
20040514,20,8,51
20131205,0,32,53
20120531,23,4,32
19990414,10,7,31
19921201,18,39,31
19921201,22,44,26
20021108,5,26,41
20030523,7,40,57
20030826,20,52,9
20040402,9,43,54
20140725,21,6,57
20110427,4,2,2
20130214,7,20,55
19920901,10,3,53
20101130,9,8,0
20040910,17,59,30
19910801,13,34,18
19910801,5,55,21
19880901,15,38,26
19931101,13,44,28
20141205,3,5,1
20090302,6,23,57
19770601,18,15,36
20040130,20,58,26
19940701,4,42,2
20080620,12,24,41
20010123,17,33,37
19980901,2,6,29
20051215,8,58,49
20131108,20,0,26
19900601,22,13,24
19920901,13,20,54
20130827,3,18,26
19871101,20,34,3
20090821,23,14,13
19920201,22,45,20
20121218,17,18,37
20040430,8,54,34
19770801,3,59,4
20001030,24,45,31
20041029,24,13,23
20110225,5,54,2
20070824,4,59,4
20051115,13,54,19
20050915,13,27,6
20140228,17,16,0
20091029,12,28,21
20081212,15,43,44
19760901,1,4,21
20050525,2,16,26
19891201,8,22,18
20060526,10,15,12
20011024,14,25,33
20120824,6,7,18
20120716,22,12,3
19900401,20,21,34
19961101,14,53,50
19971001,0,52,6
20120615,21,22,50
20001215,21,38,9
19830801,12,41,17
19940501,2,25,14
20110727,19,18,3
19980701,22,10,6
20060901,23,20,7
20050428,2,24,58
20140801,15,48,59
20080403,21,47,40
19920801,6,20,37
20120831,23,21,6
20110131,20,54,59
19841001,20,30,34
20080403,20,28,4
20020927,12,45,21
20020927,22,26,50
20010601,6,18,6
20101015,1,44,59
20020313,13,6,7
20000321,16,42,7
19990803,12,11,30
20000728,6,56,3
20110225,15,39,57
20020927,1,54,31
20050923,15,58,25
20000420,8,17,14
20090731,14,48,31
19950601,23,35,43
20061201,23,33,30
20040716,16,27,52
20011130,5,51,25
20090810,5,48,52
20101213,0,42,16
20010601,7,33,31
20000526,2,52,5
20130701,20,34,24
20000428,3,39,35
20010706,6,27,32
20060615,19,33,44
19750601,21,19,23
19831101,7,41,33
20130920,6,18,16
20030918,0,56,13
20040723,21,55,23
20041229,17,37,11
19941001,3,55,2
19890801,9,37,57
20030722,1,58,9
20000531,7,49,17
19931201,18,44,27
19830801,0,21,58
20030328,5,30,36
19940401,11,54,50
20120604,1,38,30
19900201,21,32,53
20101105,7,14,8
19990101,1,18,23
20100618,10,56,10
19940901,12,4,9
20050930,2,43,37
19980901,2,9,34
19980401,5,56,6
20010702,16,27,49
19770701,20,5,25
20060922,12,30,3
19990401,19,26,46
20010119,20,13,19
20060117,4,44,35
20110624,20,45,31
20141024,3,25,52
19840301,9,40,22
20140530,10,42,57
20091116,13,26,6
20011031,23,33,23
19830601,20,0,23
19960901,2,17,47
19870801,16,20,41
19950601,12,11,15
20020701,18,29,40
20100716,4,3,17
20040331,20,49,41
20140425,17,21,9
19981201,11,57,16
20030415,3,33,58
19800401,8,31,10
19790801,18,54,56
19940701,19,58,57
19970701,9,49,39
19991231,0,50,56
20120530,2,59,59
19980201,14,59,13
20130826,12,34,39
19970401,7,16,11
20040628,19,41,33
20130219,9,33,52
19960901,0,4,51
20010727,9,11,13
20070228,19,45,49
20131101,4,35,17
19961101,11,11,34
19970701,5,16,19
20040513,23,17,12
19880801,1,6,51
19760701,21,36,32
19970601,3,44,28
19920601,10,52,3
19980201,13,12,33
19770801,2,58,19
19790101,10,24,55
19910201,3,33,40
20100625,24,24,48
19830301,18,16,33
19841201,11,50,29
19930301,1,39,50
19770801,10,23,41
19890601,19,21,2
20131212,19,39,1
19760701,2,32,15
20101026,0,2,21
19991216,17,44,39
20091014,7,38,53
19970501,18,32,30
20130607,9,41,1
20021018,22,26,40
20120315,19,22,10
19810801,16,4,38
20080701,9,21,4
19940701,10,46,19
19941201,9,20,17
20140520,15,24,11
20120801,11,29,18
20100624,1,44,36
20020628,5,22,17
19760601,3,15,35
19760101,3,21,48
20100930,23,2,52
20080418,2,42,36
20011108,16,55,35
20111101,9,35,46
20050929,7,54,56
20061206,4,24,6
20061205,14,19,30
20120607,16,28,47
20110224,6,2,25
20110224,0,45,22
20010914,23,11,45
19910501,23,16,1
20021113,7,25,16
19881201,6,46,42
20141121,6,4,41
19770701,23,47,37
19750501,15,37,41
20010928,14,27,31
19800401,9,15,8
19860701,9,40,37
20060601,18,59,8
19980701,6,46,25
20070612,8,40,55
20050630,22,29,14
20100409,1,39,29
20140630,0,4,2
19751001,20,41,16
20031205,22,55,6
19800501,21,46,30
20000623,5,56,37
19930801,16,53,19
19860601,20,57,45
20120503,7,5,10
20100917,8,0,33
20130813,14,47,17
20111007,2,26,12
20130801,6,6,8
19970801,12,45,8
20040901,22,6,48
19920901,3,22,15
20020228,11,59,22
20020701,4,49,34
19800201,12,18,38
20040402,24,35,53
20040901,7,23,42
20140415,1,5,3
19931001,23,30,33
19930801,8,30,45
20060921,0,7,22
19770101,21,19,10
19770701,2,35,39
19920501,12,3,40
19960801,5,54,45
20120315,0,57,20
19980301,8,33,9
20130730,22,57,21
19861201,6,1,40
19940901,5,27,31
19820701,11,11,25
19961001,14,5,28
20090619,10,15,29
20140530,4,34,26
20130822,24,36,3
20140214,12,34,3
20010209,7,53,32
20111007,3,15,8
20080430,8,54,54
20090430,15,7,53
19870801,15,35,52
19960801,17,51,22
19881101,22,45,57
20010830,13,41,38
19860901,13,11,31
20120223,13,35,33
19950101,8,38,42
20000911,7,41,26
20100716,21,30,54
19800501,14,33,5
20071130,2,50,1
20111014,4,35,33
19920601,9,8,47
20101029,8,48,25
19981201,0,43,58
19981201,23,10,48
20030530,23,57,9
20100506,18,43,19
19840701,7,53,18
19950601,0,15,29
19791201,4,54,7
20040910,19,15,38
20120621,12,36,53
20120629,5,52,38
19891101,5,44,40
20080201,15,32,48
20060821,14,26,23
19891001,12,23,2
19810301,21,4,35
19981201,13,50,19
19950801,17,17,58
19960101,3,28,11
20021115,21,39,22
20110831,3,27,23
19930601,23,24,49
20010329,17,8,36
19950901,0,37,49
20040824,10,14,57
19800901,5,21,26
19950201,23,59,30
20030527,15,3,51
19771201,18,51,2
20000106,22,14,40
20130911,21,59,1
19820501,24,9,28
20120606,6,27,40
20061117,11,41,9
20050930,6,36,10
19830501,11,50,55
20120105,6,2,6
19810801,8,57,57
19951201,14,14,22
20010928,2,44,56
20020531,17,6,33
20130816,15,0,29
20130626,0,7,51
19981001,15,50,29
20130122,22,47,50
20131024,6,4,7
20030715,20,33,1
20060615,15,8,59
20060830,18,4,39
20120323,13,37,23
20070905,10,35,58
20100604,12,5,2
19751201,24,22,37
20040603,0,34,41
20020628,6,23,44
20030430,22,43,41
20101117,5,12,9
19961001,9,36,33
20080523,6,33,43
19821101,11,16,14
19890601,6,49,52
20050315,2,57,33
20010831,1,47,30
20090729,24,40,3
20010330,6,46,29
19980201,24,28,1
20070313,5,38,13
20140619,5,39,6
20070503,13,21,7
19910701,15,45,20
20010102,0,13,37
20090628,4,50,29
20130905,18,51,20
20141212,19,41,0
20100601,5,57,47
20100601,12,1,24
20011108,4,41,23
19911001,4,53,32
20131104,7,52,29
20000525,22,16,51
20120629,16,19,53
20120202,5,17,41
20130718,18,25,3
19990311,16,37,18
19990311,11,39,45
20120209,20,26,22
19830801,13,47,50
20120629,5,25,35
20140529,11,23,43
19950801,7,14,20
19940401,11,8,2
19980801,11,31,53
20080701,11,12,48
20090424,11,17,33
20051215,23,10,56
19841101,24,8,5
20120606,22,34,5
20100913,1,47,59
19980601,6,14,31
19990601,5,28,37
20041110,22,48,23
19750501,23,47,14
20110811,5,18,32
20141029,7,17,34
20130726,19,27,12
20050415,1,30,45
20050620,1,15,24
20050822,9,8,48
20050928,19,23,0
20130923,5,31,33
20031010,2,29,50
20040716,22,23,13
20060510,17,3,52
20010629,22,37,8
20120301,7,29,17
20121108,24,18,13
19931001,15,46,30
20100628,15,30,13
20141017,22,33,15
20080620,9,43,43
19910901,5,23,54
20061101,22,11,44
20130621,24,43,41
20040623,16,35,22
20110804,17,6,36
19920201,1,25,24
20130626,9,35,5
20130626,18,33,19
20091228,15,6,22
19770101,15,54,36
20101215,17,42,4
20120620,0,26,39
20010824,19,40,24
20140509,16,39,49
19960201,4,46,54
20061219,16,24,12
20000728,9,46,34
20110527,9,26,16
20070820,0,45,9
19760401,13,28,58
19760601,3,19,9
20140403,16,35,39
20100831,20,19,9
20000803,12,50,49
20101110,4,52,45
20080114,19,17,2
20131031,22,13,36
20080325,1,38,51
20080325,4,47,36
20091002,12,56,48
20121228,12,13,7
20000131,9,8,14
19840901,8,37,36
20030110,2,14,25
20141216,0,44,8
19970601,16,22,1
20060818,24,31,59
20050802,11,26,58
19890801,3,26,30
20120724,5,27,5
19990901,8,20,5
19950801,21,4,46
20130613,3,16,17
19950801,18,43,39
19960401,8,16,24
20130821,0,58,15
19991101,0,9,30
19920301,7,55,21
20020531,23,14,37
20060731,18,28,53
20100614,3,50,9
20070718,5,56,58
19810901,18,7,11
20121026,15,45,45
20040331,17,5,31
20090601,24,14,30
19960601,6,8,23
20141210,15,50,51
20010615,8,7,8
19991101,6,50,50
20130819,23,57,17
20000809,24,54,13
19990801,10,47,42
20111222,16,8,29
20040128,8,24,48
19830401,7,33,30
20020104,21,42,19
20140824,13,54,13
19900801,11,23,6
20081112,5,5,44
20080630,4,8,20
19990901,13,34,34
19890701,4,22,52
20090325,16,49,32
20010531,24,19,45
19760801,9,1,4
20010629,17,16,0
20011001,5,37,42
19830201,16,1,25
19860901,9,37,50
20050914,10,18,3
20060526,17,26,27
20060510,24,34,10
19960601,10,17,18
20120131,5,13,45
20080918,12,44,47
20091021,23,14,54
20130501,2,12,55
20130501,13,39,54
20130501,20,27,41
20020201,0,1,36
19750101,23,57,38
20100823,14,49,22
19800601,3,11,25
20040614,8,52,7
19890501,19,42,44
20131223,14,48,49
20130531,3,57,1
19771001,10,47,24
19940601,20,14,43
20010817,17,56,56
19990301,3,48,58
20050127,0,58,23
19760701,2,19,19
20130724,20,6,33
20070629,6,20,25
19830801,15,48,51
20100512,18,51,40
20030203,14,38,18
20130627,10,2,5
20081010,0,38,4
20100707,14,56,53
20101122,4,55,19
19991001,5,55,1
19750701,10,25,15
20111121,8,11,54
19971001,13,42,36
19760601,12,18,41
20131115,12,27,3
20141114,17,48,32
20060330,1,21,21
20131115,0,5,35
20060907,10,25,1
20070629,20,22,32
19980501,21,46,48
20101101,5,31,26
20000323,10,25,18
20130617,4,46,57
20001030,23,9,47
20011005,24,33,4
20060126,1,32,1
19790601,13,17,17
20130709,19,31,13
20100527,11,18,16
19860701,22,29,27
19841101,19,59,5
20030227,16,37,10
19980101,16,0,48
19860401,12,30,45
19910801,15,59,39
20011228,12,50,40
19770801,12,53,21
19960901,7,32,28
19910101,19,9,53
19830801,15,55,14
20041104,13,20,18
20121102,19,36,33
20050623,6,55,15
20121214,6,14,54
20060802,10,33,38
20130108,12,18,3
20080630,0,12,42
19750201,3,58,54
19911201,9,8,47
20101222,2,50,55
20101117,22,19,24
19751001,2,27,10
20130515,18,41,29
20010323,11,54,35
20120120,23,54,17
20090715,8,2,50
20091231,3,25,33
19970401,0,32,51
19900701,10,17,0
20110930,13,42,4
20130711,20,29,15
19840101,14,29,39
20071029,19,12,54
20090811,3,20,18
19770101,8,37,44
19760701,23,48,44
19900501,3,15,26
20060428,18,0,1
20040728,16,3,35
20060428,24,4,53
20010625,18,44,6
19790701,4,48,22
20040903,23,16,6
19830901,20,25,5
19870601,4,42,21
20121004,3,7,48
19860401,7,30,54
19971001,7,42,33
20100924,3,30,58
19900601,18,49,24
19860701,3,17,57
20050830,7,36,47
20040930,17,18,47
20001115,24,8,28
19921201,23,46,6
19861001,0,19,22
19750701,6,29,27
19950101,22,52,15
19991207,23,33,48
20031003,14,24,26
19940601,16,10,29
20060501,11,58,32
19761001,6,10,39
20020304,1,41,50
20120820,18,48,44
20130522,15,26,31
19881201,4,46,3
19931101,1,8,33
20001101,20,20,21
20131101,8,18,59
20040730,23,35,26
20110824,6,7,44
20130927,3,8,21
19950901,21,41,48
20130930,6,7,9
20021101,24,25,14
19990901,22,41,15
20090326,7,10,10
20060822,11,40,48
20140522,16,21,17
20130731,1,44,28
20010914,15,31,12
19830901,5,23,59
20091014,15,0,35
19920601,20,31,22
20050804,14,45,8
19990601,7,22,57
19940901,15,20,7
19950701,13,21,38
20110819,17,28,22
19910101,11,19,23
20040211,19,23,27
20100319,24,54,18
19830701,6,54,50
20041101,8,52,10
19940601,8,4,0
19760501,21,51,26
19910701,12,53,55
19980801,11,9,19
19771201,7,7,3
20000203,18,8,42
19891101,1,55,13
20120612,1,26,31
20120518,0,32,29
20030815,24,28,52
19870601,17,41,56
19930701,17,8,30
20070830,7,8,45
20080306,11,45,10
20050428,9,21,31
19990901,16,58,29
19840701,4,8,46
19871101,11,29,40
20120323,15,52,32
19941201,13,38,2
20120330,1,21,36
19870801,0,3,6
20040205,15,4,57
20020624,7,48,13
19770801,24,58,55
19870301,23,45,33
20030814,20,20,28
19880301,16,38,1
19890901,3,52,10
20020226,20,12,46
19760401,1,39,44
19910501,18,2,11
20130405,5,22,24
19980901,1,53,24
20091113,17,8,11
19910201,10,31,36
20040702,19,40,35
19920301,4,45,6
19761101,15,28,7
19951201,18,46,1
20021126,24,47,40
19750601,15,50,47
19931201,22,58,24
20090202,2,14,39
20130819,7,37,10
19930501,22,57,36
19760501,1,32,10
19750701,22,27,23
20010821,9,48,27
20060707,11,34,56
20000111,19,24,27
19841001,22,40,47
20010924,18,47,3
20020829,23,40,36
19950801,4,6,43
20040508,8,56,1
20051220,22,48,38
20090821,5,31,15
20121126,11,25,44
19760401,17,38,55
19980501,11,11,22
20131016,9,28,54
20070323,19,46,16
19911201,8,20,10
19770501,2,48,43
19910701,23,23,33
20140703,7,29,18
20120831,8,44,40
20030630,24,41,43
19770501,18,46,13
19841201,12,27,7
20050705,12,16,22
19900301,18,41,36
19860101,4,59,22
20050222,0,33,10
20111216,21,2,40
20080619,23,14,4
19830601,15,39,1
20070731,22,48,49
20080605,10,28,4
20051114,14,52,40
20060105,13,3,34
19801201,12,2,31
19940601,12,47,2
19941001,17,45,4
19870801,7,23,38
20061018,5,44,54
20110616,4,42,38
20110616,1,23,5
20081022,15,2,6
19790601,4,18,41
20080930,4,56,35
20090701,13,41,14
20130823,16,12,46
20130510,11,58,18
20001221,21,21,51
19800901,24,24,24
20061201,5,4,0
20020812,2,17,55
20091104,3,34,42
20011023,17,19,0
20080626,10,3,51
19760501,4,23,7
19991001,21,59,57
20030827,8,7,48
20020730,21,5,31
19920701,24,16,22
19871001,2,35,19
20040715,19,58,41
20031104,3,12,8
20031104,20,50,24
19810301,13,14,13
19940701,4,50,29
19890501,9,42,23
20110706,14,58,37
20080917,20,12,51
19880401,19,40,0
19970601,4,20,4
20140715,1,28,59
19820701,20,57,8
20120511,12,38,56
20110624,6,45,7
19770101,18,49,45
19870301,1,57,58
19770501,6,15,36
19790701,16,33,51
19930701,4,1,9
20111208,4,40,47
20070601,8,42,55
20110729,7,34,48
20060601,20,33,36
19980701,12,4,43
19891001,0,48,54
20120905,14,54,0
20001106,22,41,51
20011130,9,6,7
19800601,7,7,14
19961201,20,48,53
20120817,19,24,19
20020328,12,2,18
20001130,1,49,52
20091023,9,41,37
19941101,13,10,48
20110617,13,45,29
19771101,3,49,36
20000515,11,10,45
20051220,14,16,54
19971001,8,7,14
20030825,1,51,51
19920601,24,41,2
20060918,21,22,43
20101217,19,35,48
19991217,6,7,32
20031021,14,44,14
20050831,21,51,20
19841101,10,31,41
20030313,15,11,24
20140730,21,49,8
20120615,4,45,57
20101221,16,22,22
19890701,9,46,33
20130809,20,40,56
20051011,10,35,47
20051011,12,20,47
20000601,11,16,0
19990801,13,25,19
20090326,20,28,17
20090326,5,28,55
20131118,22,20,47
20070813,24,2,8
19780901,24,5,26
19970601,20,23,48
20120430,12,26,24
19840501,10,12,23
20001016,21,20,44
20141029,11,19,47
20111129,24,0,17
20040315,10,17,6
20120808,5,4,8
20100430,15,20,39
20000114,17,20,35
19790601,19,7,5
20111104,7,33,24
19890601,23,43,1
19950501,0,54,36
20041022,7,54,56
20130809,14,52,20
20030714,20,0,21
20140623,16,16,12
20130117,21,6,55
20050715,7,49,41
19890701,16,57,2
20140516,20,39,23
19900501,12,25,34
20130730,6,36,59
20060302,24,34,34
20060302,11,39,45
20050329,2,14,36
19981201,6,41,45
20030708,18,25,5
19960701,3,2,49
19900401,24,50,0
19950601,20,27,17
19741101,4,21,40
20130703,24,46,22
19950401,20,55,8
20061031,19,39,45
19920501,21,58,0
20131118,18,1,17
20070813,18,2,30
19990601,17,3,48
19990701,17,18,31
19830701,24,59,3
19790801,20,16,28
19860701,0,22,15
20130918,16,54,27
20100827,12,25,59
20021126,13,35,8
20100729,9,44,21
20120330,16,15,15
20101201,10,24,15
19770701,15,48,42
19820501,22,33,30
19840501,4,5,18
20141205,10,19,15
19800801,10,8,45
19990801,0,43,44
20140926,1,28,57
20050523,9,36,1
19830801,1,49,2
19990401,3,49,47
20060919,18,15,50
20060526,6,37,36
20031003,18,34,4
20060302,0,50,58
20050408,19,54,30
19880501,15,52,6
20030910,6,15,24
19760701,24,39,25
19770701,5,40,19
20070122,14,39,52
20070722,9,16,55
